Name,Line,Sentiment,Irony
Corban Yaxley,Quiet!,0.0,[ 1.1260018  -0.15372112]
Voldemort,Harry Potter. The Boy Who Lived. Come to die. Nagini HISSES behind her protective guard of Death Eaters. Harry's gaze shifts to her when Voldemort raises,-0.4,[ 1.4031451 -0.800179 ]
Albus Dumbledore,You cannot help.,0.0,[ 1.2537805  -0.53620595]
Albus Dumbledore,"Harry. You wonderful boy. You brave, brave man. Let us walk.",0.8666666666666667,[ 1.7585806 -0.9403104]
Harry Potter,"Sir, this, is this... I mean, forgive me, but you are dead, aren't you, sir?",-0.25625,[ 1.9831803 -1.2099004]
Albus Dumbledore,"Oh, yes.",0.0,[-0.28818947  0.79953253]
Harry Potter,Then... I'm dead too?,-0.2,[ 0.95822567 -0.3928372 ]
Harry Potter,Not?,0.0,[ 1.575353  -0.7119885]
Albus Dumbledore,Not.,0.0,[ 1.4680406 -0.5703143]
Harry Potter,But I didn't defend myself. I let him kill me.,0.0,[ 1.4904853 -0.7166353]
Harry Potter,"It's true, isn't it, sir? A bit of him lives in me, doesn't it?",0.35,[ 1.6339437 -0.9197862]
Albus Dumbledore,Did. It was just destroyed only moments ago by none other than Voldemort himself.,-0.0625,[ 0.5789518  -0.07309766]
Albus Dumbledore,"You were the seventh Horcrux, Harry; the Horcrux he never meant to make.",0.0,[ 1.1921008 -0.6085673]
Harry Potter,And you knew this? That's why you were certain I wouldn't die?,0.2142857142857142,[ 0.84276223 -0.05995896]
Albus Dumbledore,"Certain? No. Little is certain in this world, Harry. Call it an educated guess.",0.1741071428571428,[ 2.1528864 -1.4520586]
Harry Potter,"Professor, is that -- ?",0.0,[ 1.6197724  -0.93146944]
Harry Potter,"Exactly where are we, sir?",0.25,[ 2.111029  -1.2696471]
Albus Dumbledore,I was going to ask you that. Where would you say that we are?,0.0,[ 2.3939161 -1.5298463]
Harry Potter,It looks like King's Cross station -- only a lot cleaner. And without the trains.,0.0,[-0.19029339  0.4692265 ]
Albus Dumbledore,"King's Cross! Is that right? Well, this is, as they say, your party.",0.1428571428571428,[0.42731223 0.34601644]
Harry Potter,"Sir, why didn't you just tell me about the Deathly Hallows?",0.0,[ 1.5336901 -0.7627079]
Albus Dumbledore,"You will have to forgive me, Harry. You see... I didn't trust",0.0,[ 1.4104173  -0.72545886]
Albus Dumbledore,"I feared that you would make the same mistake I made, that you would be intoxicated by the power the Hallows promise their possessor. But I crave your pardon, Harry. It's clear to me now, as it should have been all along, that you are the better man.",0.1999999999999999,[ 1.7781184  -0.97270256]
Harry Potter,Sir --,0.0,[ 0.8109632  -0.10321325]
Albus Dumbledore,"You are the worthy possessor of the Hallows, Harry, not me. I was fit to own the Elder Wand, because I took it not for gain, but to save others from it. But I took the Stone because I longed to recall someone who has long been at peace and for that I paid with my life.",0.3208333333333333,[ 1.8110931 -1.1988301]
Harry Potter,"You wanted to see Ariana again, didn't you, sir?",0.0,[ 0.85341346 -0.3333466 ]
Albus Dumbledore,Yes.,0.0,[0.35707045 0.19407645]
Harry Potter,"I used the Stone as well, sir, only a little while ago when I entered the Forest. I saw my mum and dad, and Sirius and Lupin...",-0.09375,[ 1.5637379 -0.9749829]
Albus Dumbledore,True. But ask yourself this: were you calling them? Or were they calling you?,0.35,[ 2.1971097 -1.4267173]
Harry Potter,"I've got to go back, haven't I?",0.0,[ 1.8334365 -1.0508083]
Albus Dumbledore,That is up to you.,0.0,[ 1.3829226 -0.6633821]
Harry Potter,I've got a choice?,0.0,[ 1.9506521 -1.0762572]
Albus Dumbledore,"Oh yes. We are in King's Cross, you say? I think, should you so decide, you would be able to, let's say, board a train.",0.25,[ 1.6043077 -1.1131735]
Harry Potter,And where would it take me?,0.0,[ 2.3055484 -1.4649863]
Albus Dumbledore,On.,0.0,[ 1.3906677 -0.4856423]
Harry Potter,Voldemort's got the Elder Wand.,0.0,[ 0.74750125 -0.01341505]
Albus Dumbledore,True.,0.35,[0.44414437 0.1331169 ]
Harry Potter,And the snake lives.,0.0,[0.5369386  0.01267147]
Albus Dumbledore,Yes.,0.0,[0.35707045 0.19407645]
Harry Potter,And I've nothing to kill it with.,0.0,[ 1.766428   -0.81418055]
Albus Dumbledore,'Help will always be given at Hogwarts to those who ask for it.',0.0,[ 1.2912685 -0.5019934]
Albus Dumbledore,"I have always prized my ability to turn a phrase -- words are, in my",0.0,[1.0471379  0.00546231]
Harry Potter,"With all due respect, sir, I think what we need here is a miracle.",-0.125,[ 1.573483  -0.8150571]
Albus Dumbledore,"I've never put much stock in miracles, Harry. On the other hand, I can attest wholly to the extensive advantages of a related phenomenon.",0.01875,[ 1.4028276 -1.049989 ]
Harry Potter,"Which would be, sir?",0.0,[ 2.2172067 -1.3965437]
Albus Dumbledore,Luck.,0.0,[0.07185706 0.4015115 ]
Albus Dumbledore,"Do not pity the dead, Harry. Pity the living and, above all, those who live without love.",0.0643939393939393,[ 1.6396133 -1.0003728]
Harry Potter,"Sir, my mother's Patronus. It was a doe, wasn't it? Just like Professor Snape's. Curious, don't you think?",-0.1,[ 1.5882293 -0.9721269]
Albus Dumbledore,"Actually, if I think about it... it doesn't seem curious at all.",-0.05,[ 1.0065923  -0.39100665]
Harry Potter,Professor.,0.0,[0.58298755 0.03099297]
Harry Potter,Is this real? Or has this been happening inside my head?,0.2,[ 2.198016 -1.461065]
Albus Dumbledore,"Of course it is happening inside your head, Harry. But why should that mean that it is not real?",-0.20625,[ 1.5815036 -1.0033993]
Bellatrix Lestrange,"My lord, let me help you --",0.0,[ 1.929634   -0.96214145]
Voldemort,I do not require assistance.,0.0,[ 1.6044413 -0.9152073]
Bellatrix Lestrange,The boy. Is he dead?,-0.2,[ 2.2406013 -1.445437 ]
Narcissa Malfoy,Is he alive? Draco?,0.1,[ 2.2325826 -1.5159718]
Sorting Hat,"Don't despair, Longbottom. I put you in Gryffindor for good reason...",0.7,[ 1.4623383 -0.937365 ]
Ginny Weasley,Who's that?,0.0,[ 2.1071131 -0.9819205]
Ginny Weasley,... Hagrid's carrying?,0.0,[ 1.4899272  -0.79445016]
Ginny Weasley,"Neville, who is that?",0.0,[ 2.1820023 -1.1836933]
Arthur Weasley,"What's going on here, Neville?",0.0,[ 1.939716  -1.0858763]
Voldemort,"Behold, Nagini. Our work is done.",0.0,[0.1295892  0.57075286]
Ginny Weasley,No... NO!,0.0,[ 1.5246606 -0.6162625]
Voldemort,Stupid girl. You cry for that?,-0.7999999999999999,[ 1.2208616  -0.44816887]
Voldemort,"While your hands ran dark with the blood of mothers and sons, fathers and daughters, brothers and sisters, his were clasped in prayer -- but it was a prayer for one and one only. While you battled courageously, until you could no longer will yourself to stand, he had long since fallen to his knees. While you cursed me until your voices grew ragged, he begged me for mercy in a voice as meek as a child's.",-0.0666666666666666,[ 2.0575678 -1.1704675]
Voldemort,So do not cry for that. He's not worthy of your tears. And do not despair of his betrayal. You were never in his heart. Not for one single solitary beat.,-0.119047619047619,[ 2.2009282 -1.4605745]
Ron Weasley,Liar!,0.0,[-0.26963487  0.74600726]
Voldemort,"Did you not hear me! Harry Potter is dead! From this day forward, you put your faith in me or suffer the consequences. HARRY POTTER Is",-0.25,[ 1.8523992 -1.2867732]
Voldemort,Now is the time to declare yourself.,0.0,[ 0.89731723 -0.16316351]
Lucius Malfoy,Draco...,0.0,[ 1.0324979  -0.26198804]
Lucius Malfoy,"Draco, don't be stupid --",-0.7999999999999999,[ 1.6813477  -0.88550174]
Narcissa Malfoy,"Come, Draco.",0.0,[ 0.8792489  -0.15779665]
Ron Weasley,He saved your life.,0.0,[ 0.759991   -0.08673844]
Voldemort,"Well done, Draco. Who will be next? Hm? Come now, don't be shy.",-0.25,[ 1.7834964 -1.0746825]
Voldemort,"Well, I must say, I'd hoped for better. Is this truly the best Hogwarts has to offer?",0.75,[ 2.019639  -1.1998096]
Voldemort,"Who might you be, young man?",0.1,[ 2.3638408 -1.4736533]
Neville Longbottom,Neville Longbottom.,0.0,[0.5663222  0.14296228]
Voldemort,"Well, welcome, Neville. I'm sure we can find a place for you in our ranks.",0.65,[ 0.91142875 -0.19549799]
Bellatrix Lestrange,Someone has to do the washing.,0.0,[0.300217   0.29220852]
Voldemort,"Now, now, Bellatrix. Let's not underestimate our young friend. By stepping forward, he lives to see another day...",0.1,[ 2.1339536 -1.2029661]
Neville Longbottom,I'd like to say something.,0.0,[ 1.6133175 -0.697718 ]
Voldemort,"Very well, Neville. I'm sure we'd all be fascinated to hear what you have to say.",0.35,[ 1.3764639  -0.61288166]
Neville Longbottom,It doesn't matter that Harry is gone. A troubled MURMUR ripples through the crowd.,-0.5,[ 1.1524795  -0.60263914]
Neville Longbottom,This isn't over.,0.0,[ 1.1457329  -0.29239058]
Draco Malfoy,Potter! Harry turns. Draco's hand whips forward and -- to Harry's shock -- tosses him his wand. Ron GRINS.,0.0,[ 1.1696937 -0.5144244]
Ron Weasley,"Well done, Malfoy!",0.0,[-0.7187971  1.1612376]
Harry Potter,Confringo!,0.0,[ 1.0231444 -0.2212466]
Harry Potter,The snake! We've got to kill the snake!,0.0,[ 1.6865189  -0.85986316]
Neville Longbottom,Harry! Look out!,0.0,[ 1.4602288 -0.6990322]
Voldemort,Nagini! With me!,0.0,[ 2.1582649 -1.2381773]
Voldemort,Leave her!,0.0,[ 1.226481  -0.3934341]
Voldemort,I said LEAVE HER!,0.0,[ 1.6261551  -0.63447356]
Voldemort,Nagini,0.0,[ 0.886138   -0.05301526]
Voldemort,Die! Die,0.0,[ 1.3278033  -0.28527153]
Voldemort,Why do you live!,0.1704545454545454,[ 1.2448416 -0.5335224]
Harry Potter,Because I have something worth living for.,0.3,[0.6574483  0.02624596]
Harry Potter,Confringo!,0.0,[ 1.0231444 -0.2212466]
Bellatrix Lestrange,"Come on, granny, give us your best.",1.0,[ 0.9774682  -0.15046698]
Molly Weasley,"Back off, boys! She's mine!  You will never touch my chiidren again!",0.0,[ 0.58850116 -0.21506992]
Bellatrix Lestrange,Be thankful we only took one. Besides...,0.0,[ 1.8625042 -1.2726865]
Ron Weasley,Hermione!,0.0,[0.5331489  0.20883057]
Hermione Granger,Yes!,0.0,[0.46695566 0.27137807]
Hermione Granger,I don't want you to say anything you wouldn't say if we weren't about to be killed by a giant snake! It'll just ruin it!,-0.1,[ 1.9723461 -1.1365821]
Harry Potter,You were right.,0.2857142857142857,[0.290959   0.41365165]
Harry Potter,When you told Professor Snape it was failing you. It will always fail you.,-0.5,[0.05696412 0.39852974]
Voldemort,It belongs to me! I killed Snape!,-0.25,[ 1.1467502  -0.47977364]
Harry Potter,Together.,0.0,[0.24487855 0.32965627]
Hermione Granger,What's the matter with her?,0.0,[ 2.265881  -1.3280218]
Sybill Trelawney,"There's more to me than incense and tea leaves, Mr. Finnegan.",0.5,[ 1.3534927 -0.7847102]
Harry Potter,I told you: it's useless to you.,-0.5,[ 0.9896043  -0.14601782]
Ron Weasley,"Not exactly leaving the place better than we found it, are we?",0.1875,[ 1.3778285 -0.6867286]
Hermione Granger,Can't make an omelette without breaking a few eggs.,-0.2,[ 1.2322091 -0.4321251]
Hermione Granger,Something my mum used to say.,0.0,[0.60530967 0.16437924]
Hermione Granger,Why didn't it work for him? The Elder wand.,0.0,[ 1.7879997  -0.97881883]
Harry Potter,Because it answers to another.,0.0,[0.676823  0.1744096]
Harry Potter,"When he killed Snape, he thought the wand would become his. But the thing is... it never belonged to Snape.",-0.2,[ 1.1572535  -0.71263474]
Ron Weasley,But that means...,0.0,[ 1.1157475 -0.5381213]
Harry Potter,It answers to me.,0.0,[0.5277434  0.30837798]
Ron Weasley,What do you reckon we should do with it?,0.0,[ 2.297823 -1.505892]
Hermione Granger,We?,0.0,[ 1.6592044 -0.7750564]
Harry Potter,"Well, it wasn't boring, was it?",-1.0,[ 0.9952484  -0.36148223]
Harry Potter,Together?,0.0,[ 1.5554997 -0.6876006]
Hermione Granger,Don't forget to give Professor Longbottom our best.,1.0,[ 0.95252365 -0.41903195]
Albus Potter,Will there really be thestrals pulling the carriages?,0.2,[ 0.9443655  -0.32683927]
Harry Potter,"There's nothing scary about thestrals. They're gentle things. Anyway, you won't be going up to school in the carriages. You/'be going in the boats, remember?",-0.15,[ 0.8289576 -0.4816007]
Albus Potter,Dad?,0.0,[ 1.2928262  -0.44536522]
Harry Potter,Yes?,0.0,[ 1.4607873 -0.628932 ]
Albus Potter,What if I'm put in Slytherin?,0.0,[ 1.9348677 -1.2164589]
Harry Potter,Albus Severus Potter. You were named after two Headmasters of Hogwarts. One of them was a Slytherin. And he was probably the bravest man I ever knew.,0.0,[ 0.8303138  -0.23779887]
Albus Potter,But just say I am --,0.0,[ 1.5920669  -0.65832883]
Harry Potter,"Then Slytherin House will have gained a wonderful wizard. But listen, if it means so much to you, you can choose Gryffindor. The Sorting Hat takes your choice into account.",0.6,[ 1.3211308 -0.8417844]
Albus Potter,Really?,0.2,[ 1.025617   -0.31121793]
Harry Potter,Really.,0.2,[0.18439524 0.33124784]
Harry Potter,Ready?,0.2,[ 2.0010386 -1.0557569]
Albus Potter,Ready.,0.2,[ 1.368069   -0.51296365]
